99bill                 |send.htm                   |快钱接口模板                 |前台显示
sellerservice          |task.js.htm                |任务发布JS模板               |前台显示
sellerservice          |task_config_member.htm     |任务配置管理模板             |会员中心
sellerservice          |task_manage.htm            |任务管理模板                 |后台显示
sellerservice          |task_member.htm            |任务管理模板                 |会员中心
sellerservice          |task_related.htm           |相关任务列表模板             |前台显示
sellerservice          |task_space.htm             |空间任务列表模板             |会员空间
sellerservice          |taskone_form.htm           |发布任务表单模板             |前台显示
sellerservice          |taskrefund_manage.htm      |任务退款申请管理模板         |后台显示
sellerservice          |taskreport_manage.htm      |任务举报管理模板             |后台显示
sellerservice          |transaction_space.htm      |空间任务交易记录模板         |会员空间
sellerservice          |user.htm                   |任务列表用户信息模板         |前台显示

    

taskweibo              |add.htm                    |添加任务模板                 |前台显示
taskweibo              |addallow_manage.htm        |任务权限模板                 |后台显示
taskweibo              |adddraft.htm               |添加稿件模板                 |前台显示
taskweibo              |addmessage.htm             |添加留言模板                 |前台显示
taskweibo              |addselect_manage.htm       |添加筛选模板                 |后台显示
taskweibo              |allow_manage.htm           |权限管理模板                 |后台显示
taskweibo              |buyer_member.htm           |买家订单管理模板             |会员中心
taskweibo              |buyer_order_info_manage.htm|买家订单信息模板             |后台显示
taskweibo              |buyer_order_manage.htm     |买家订单管理模板             |后台显示
taskweibo              |category.htm               |列表右上分类模板             |前台显示
taskweibo              |comment.htm                |点评模板                     |前台显示
taskweibo              |comment_manage.htm         |点评管理模板                 |后台显示
taskweibo              |config_manage.htm          |配置模板                     |后台显示
taskweibo              |copyright_manage.htm       |应用版权模板                 |后台显示
taskweibo              |credit.htm                 |评价模板                     |会员中心
taskweibo              |draft.htm                  |稿件显示模板                 |前台显示
taskweibo              |draft_manage.htm           |稿件管理模板                 |后台显示
taskweibo              |draft_member.htm           |稿件管理模板                 |会员中心
taskweibo              |draft_space.htm            |稿件空间显示模板             |会员空间
taskweibo              |edittask_manage.htm        |编辑任务模板                 |后台显示
taskweibo              |edittask_member.htm        |编辑任务模板                 |会员空间
